Score,Word
0.22764301300048828,現有
0.20156283676624298,低階
0.14071840047836304,既定
0.13459669053554535,中高階
0.11051162332296371,低規
0.10977920889854431,慈善
0.09384433925151825,先天
0.09274353832006454,單
0.08930300176143646,有線
0.08573482185602188,特定
0.08055471628904343,法用
0.07762804627418518,個別
0.07458284497261047,中低
0.07259292155504227,數位
0.07150933146476746,現役
0.06162015348672867,原本
0.0611431710422039,中古
0.060440242290496826,上選
0.05506514012813568,同級
0.05079277232289314,下列
0.040627069771289825,電容式
0.04015698656439781,手寫
0.0345638133585453,中度
0.03334583342075348,雙待
0.02972795069217682,擴音
0.026875872164964676,國製
-0.00022522069048136473,次等
-0.0003377442480996251,狂用
-0.0012146425433456898,廢
-0.01273359451442957,人為
-0.015332064591348171,現任
-0.017112305387854576,超難用
-0.022143738344311714,台製
-0.023172330111265182,盒裝
-0.0233926922082901,後置
-0.032317645847797394,雙色
-0.033897869288921356,主
-0.03399575874209404,夾心
-0.03436308354139328,真正
-0.03656843677163124,觸控式
-0.05009216070175171,萬中
-0.056779149919748306,彩色
-0.057765569537878036,霹靂
-0.061206452548503876,名
-0.07891391962766647,不可或缺
-0.08073976635932922,超
-0.08262765407562256,副
-0.10429763793945312,眾
-0.12631823122501373,新一代
