Post Title,Link,Date
HTC U19e 動手玩，中階機也能玩虹膜解鎖,https://chinese.engadget.com//chinese-2019-06-18-htc-u19e-hands-on.html,2019-06-18
HTC 帶來 U19e 與 Desire 19+ 兩款新機,https://chinese.engadget.com//chinese-2019-06-11-htc-u19e-desire-19.html,2019-06-11
