Post Title,Link,Phone_Name,Brand_Name
['Huawei Nova 9 測試：主攝都有旗艦機水準'],https://www.dcfever.com/news/readnews.php?id=32278,Huawei nova 9,huawei
['試用 HarmonyOS 2 多機位拍攝功能︰短影片創作者福音'],https://www.dcfever.com/news/readnews.php?id=32156,Huawei nova 9,huawei
['Huawei nova 9 香港上市：平玩曲面精緻 RYYB 感光元件手機'],https://www.dcfever.com/news/readnews.php?id=31844,Huawei nova 9,huawei
