Post Title,Link,Phone_Name,Brand_Name
['Asus ROG Phone 6 香港發表：規格世一定價進取'],https://www.dcfever.com/news/readnews.php?id=33513,Asus ROG Phone 6 Pro,asus
['Asus ROG Phone 6 發表：五大方向全面升級'],https://www.dcfever.com/news/readnews.php?id=33383,Asus ROG Phone 6 Pro,asus
