0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,ASUS
發表日期,約 2017 年 5 月
推出日期,約 2017 年 5 月
價格,"約 HK$1,000更新日期：2018-06-07"
網絡系統,"FDD-LTE (Bands 1, 3, 5, 7, 8, 28A, 28B) TDD-LTE (Band 38) WCDMA (Bands 1, 5, 8) GSM (850, 900, 1800, 1900 MHz)"
Sim 咭情況,雙咭雙待
操作系統,Android
中央處理器,Snapdragon 410 四核 CPU
圖像處理器,Adreno 306
操作系統及版本,Android 6.0
機身顏色,金、粉紅
尺寸,141.2 x 71.7 x 8 mm
重量,120 gram
操控,輕觸式
電池種類,2650 mAh
可更換電池,不支援
通話時間,3G 最長可達 20 小時
備用時間,3G 待機時間長達 158.8 小時
RAM 容量,2GB RAM
ROM 容量,16GB
可擴充記憶,Micro SD
最大支援記憶體,128GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,5 吋
螢幕類別,IPS
螢幕解像度,1280 X 720
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,1300 萬像素
自動對焦,支援
光學防震,不支援
光學變焦,-
數碼變焦,-
視像鏡頭,500 萬像素
閃光燈,雙LED
相機功能,搭載全球首創即時美顏直播技術 配備 1.4 微米像素超大感光元件，提升 2 倍感光度 柔光 LED 自拍補光燈 MEMS 雙麥克風，真實且清晰的立體聲收音 1300 萬像素 PixelMaster 相機 f/2.0 大光圈 5 鏡式鏡片 柔光 LED 自拍補光燈 PixelMaster 3.0 相機模式: 美顏模式 低光源模式 超高解析度模式 (4 倍解析度) HDR Pro 模式 夜景模式 特效模式 自拍模式 全景模式 延時攝影模式 兒童模式 QR 碼模式 自動模式
短片拍攝,MP4
短片解像度,1920 X 180
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,mp3、acc、amr、ogg、m4a、mid、wma、flac、ape、aac、wav
短片播放格式,MPEG4、H.263、H.264、WMV
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Google Play Store
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不支援
藍牙支援,"V4.0, A2DP, LE"
紅外線支援,不支援
流動數據,"LTE,HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS /"
wifi 功能,Wi-Fi 802.11 b/g/n
gps 功能,GPS、A-GPS、GLONASS
電腦連線,Micro USB
視頻輸出,支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,不支援
