0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,ASUS
發表日期,約 2021 年 8 月
推出日期,約 2021 年 8 月
不同版本,16GB/256GB HK$799818GB/512GB HK$9198
價格,"約 HK$7,998更新日期：2021-08-30"
網絡系統,"5G (Bands N1, N3, N7, N8, N20, N28, N38, N41, N77, N78, N79) FDD-LTE (Bands 1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28) TD-LTE (Bands 34, 38, 39, 40, 41, 42, 48) WCDMA (Bands 1,2,3,4,5,8) EDGE/GPRS/GSM (850, 900, 1800, 1900 MHz)"
Sim 咭情況,5G + 4G
操作系統,Android
中央處理器,Snapdragon 888+
圖像處理器,Adreno 660
操作系統及版本,Android 11
機身顏色,黑、白
尺寸,173 x 77x 10 mm
重量,237 gram
操控,輕觸式
電池種類,6000 mAh
可更換電池,不支援
通話時間,不詳
備用時間,不詳
RAM 容量,8GB/12GB/16GB/18GB RAM
ROM 容量,128/256/512GB ROM
可擴充記憶,不支援
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,6.78 吋
螢幕類別,AMOLED
螢幕解像度,2448 x 1080
螢幕備註,144Hz/1ms
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,三鏡頭 6400 萬像素
自動對焦,支援
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,2400 萬像素
閃光燈,LED
相機功能,64MP Sony 旗艦級 IMX 686 6400 萬像素感光元件 (1 / 1.7 吋大型感光元件，0.8 微米像素大小) Quad Bayer 四像素合一技術 F1.8 光圈 26.6 公釐焦距 (35 公釐相機等效焦距) 6 式鏡片 2x1 On-chip-lens 快速相位對焦 LED 補光燈 1300 萬像素，125° 超廣角 高達 200% 的寬闊視野，納入更多人物及景物 即時失真校正 11 公釐焦距 (35 公釐相機等效焦距) 微距模式 500 萬像素
短片拍攝,MP4
短片解像度,8K (24fps)
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,"FLAC, APE, AAC, MKA, OGG, MIDI, M4A, AMR"
短片播放格式,"MP4, 3GP, MOV, MKV, AVI ,FLV, MPEG"
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Google Play Store
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,Bluetooth V5.2
紅外線支援,不支援
流動數據,"5G、LTE、HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS"
wifi 功能,"802.11a/b/g/n/ac/ax(6E) ,"
gps 功能,"GPS,支援 A-GPS,北斗,GLONASS,Galileo,QZSS"
電腦連線,USB Type-C
視頻輸出,支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
備註,65W 快速充電、ESS ES9280AC Pro 音效晶片
