Post Title,Link
[心得] vivo X70 Pro/X80拍照錄影比較（圖多）,https://www.ptt.cc/bbs/MobileComm/M.1656248879.A.77B.html
[心得] vivo X70 Pro跟X80日拍測試,https://www.ptt.cc/bbs/MobileComm/M.1655522687.A.FF5.html
[心得] Vivo X70 pro 無後製實拍,https://www.ptt.cc/bbs/MobileComm/M.1653820874.A.207.html
[購機] Samsung S21+/Vivo x70 pro或其他,https://www.ptt.cc/bbs/MobileComm/M.1652714890.A.CF6.html
[購機] OPPO reno7 pro vs vivo X70 Pro,https://www.ptt.cc/bbs/MobileComm/M.1645339564.A.29B.html
[情報] nubia Z40 Pro外觀:磚塊版vivo X70 Pro+,https://www.ptt.cc/bbs/MobileComm/M.1645180480.A.186.html
[問題] vivo x70 pro手機翻轉異音,https://www.ptt.cc/bbs/MobileComm/M.1644330043.A.F99.html
[討論] 一加10Pro vs Vivo X70 Pro Plus拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1643132599.A.EE9.html
[情報] vivo X70 Pro DxO 131分 位居12名,https://www.ptt.cc/bbs/MobileComm/M.1642238511.A.412.html
[討論] vivo x70 pro是不是拍片的好手機,https://www.ptt.cc/bbs/MobileComm/M.1638672769.A.000.html
[心得] vivo X70 Pro 一個月來使用心得,https://www.ptt.cc/bbs/MobileComm/M.1635934408.A.65E.html
[討論] iPhone 13 Pro Max VS VIVO X70 Pro+,https://www.ptt.cc/bbs/MobileComm/M.1635431942.A.2C4.html
[討論] GSMArena 評測 Vivo X70 Pro(國際版),https://www.ptt.cc/bbs/MobileComm/M.1634184430.A.B45.html
[討論] Vivo X70 Pro Plus vs Samsung S21 Ultr,https://www.ptt.cc/bbs/MobileComm/M.1633494036.A.B1C.html
[討論] Ben的 Vivo X70 Pro Plus vs X70 Pro拍攝,https://www.ptt.cc/bbs/MobileComm/M.1633340309.A.84A.html
[討論] Vivo X70 Pro vs OPPO Reno 6 Pro測速/拍,https://www.ptt.cc/bbs/MobileComm/M.1633115959.A.EC7.html
[討論] 香港何老師 開箱評測 Vivo X70 Pro香港版,https://www.ptt.cc/bbs/MobileComm/M.1632942356.A.B9F.html
[討論] iPhone 13 Pro vs Vivo X70 Pro+拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1632848660.A.FF9.html
[討論] Vivo X70 Pro Plus vs S21 Ultra拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1631954033.A.FBE.html
[討論] Vivo X70 Pro vs X60 Pro 拍攝比對,https://www.ptt.cc/bbs/MobileComm/M.1631379759.A.25D.html
