Title,Content,Comment,Date
[情報] 護眼手機 honor 8x,https://goo.gl/pVLePb早前Honor就官方宣佈將於9月5日在中國西安發佈Honor 8X/8X Max，不過就在剛才中國Honor 就開啟了 Honor 8X Max 的預約，並且有4GB + 64GB 和4GB + 128GB 兩個版本選擇。首先，Honor X8 Max 就採用了新一代 7.12 “珍珠屏”，屏占比高於90% ，讓視覺效果更加棒！此外，螢幕還有德國萊茵TÜV護眼認證，減少長時間使用手機對眼睛的傷害。該手機還配有雙楊聲器及採用Dolby全景聲技術，讓你在觀看影片或玩手游時，能感受到聲音圍繞在你周圍，震撼你的耳朵！在電池方面就沒提到容量，不過有提到支援9V2A快充及快速OTG反向充電。另外，Honor也表示Honor 8X Max 雖然有大螢幕，但是仍然保持6.3寸傳統手機的握感，如果有握到真機小編再讓大家知道握感好不好。最後，Honor沒有公佈該手機會什麼處理器，相機和電池容量，不過傳聞是說搭載1.8GHz主頻處理器，相機就後置採用1600萬+200萬圖元雙鏡頭；而前置800萬圖元鏡頭，以及搭配4900mAh超大容量電池，但是完整資料只能等到9月5日發佈時才知道！△▼心得▲▽這隻真的滿適合給老人家，對光線敏感，追劇大屏/大容量/快充18w/萊茵認證tuv護眼。查了一下tuv認證：獲得了該項認證的螢幕顯示器可有效減少藍光、閃爍、反光、眩光等對眼睛的刺激，緩解視力疲勞。,"哇!5000電量,只要在s636處理器就有得拼了。辦亞太就夠了。辦下去變血壓飆高。高通660的樣子。華為現在P跟Mate越來越高，快要只剩下榮耀能買了。屏。推二樓。護眼手機?  iphone SE 早已領先業界推出。瀏海、美人尖就是醜。沒6GB",2018/09/03
