Brand_Name,Phone_Name,Link,Icon
huawei_logo,Huawei Honor 6X,https://www.dcfever.com/phones/specification.php?id=2514,../icon/Huawei Honor 6X.jpg
huawei_logo,Huawei Nova,https://www.dcfever.com/phones/specification.php?id=2505,../icon/Huawei Nova.jpg
huawei_logo,Huawei Nova Plus,https://www.dcfever.com/phones/specification.php?id=2506,../icon/Huawei Nova Plus.jpg
huawei_logo,Huawei Mate 9,https://www.dcfever.com/phones/specification.php?id=2497,../icon/Huawei Mate 9.jpg
huawei_logo,HUAWEI P9 Plus,https://www.dcfever.com/phones/specification.php?id=2458,../icon/HUAWEI P9 Plus.jpg
huawei_logo,HUAWEI P9 Lite,https://www.dcfever.com/phones/specification.php?id=2459,../icon/HUAWEI P9 Lite.jpg
huawei_logo,HUAWEI P9,https://www.dcfever.com/phones/specification.php?id=2455,../icon/HUAWEI P9.jpg
huawei_logo,HUAWEI Y6 Pro,https://www.dcfever.com/phones/specification.php?id=2446,../icon/HUAWEI Y6 Pro.jpg
huawei_logo,HUAWEI Mate 8,https://www.dcfever.com/phones/specification.php?id=2432,../icon/HUAWEI Mate 8.jpg
huawei_logo,Nexus 6P,https://www.dcfever.com/phones/specification.php?id=2408,../icon/Nexus 6P.jpg
huawei_logo,HUAWEI G7 Plus,https://www.dcfever.com/phones/specification.php?id=2414,../icon/HUAWEI G7 Plus.jpg
huawei_logo,HUAWEI Mate S,https://www.dcfever.com/phones/specification.php?id=2411,../icon/HUAWEI Mate S.jpg
huawei_logo,HUAWEI P8,https://www.dcfever.com/phones/specification.php?id=2376,../icon/HUAWEI P8.jpg
huawei_logo,HUAWEI Honor 6 Plus,https://www.dcfever.com/phones/specification.php?id=2370,../icon/HUAWEI Honor 6 Plus.jpg
huawei_logo,HUAWEI Ascend G620S,https://www.dcfever.com/phones/specification.php?id=2333,../icon/HUAWEI Ascend G620S.jpg
huawei_logo,HUAWEI Ascend G7,https://www.dcfever.com/phones/specification.php?id=2330,../icon/HUAWEI Ascend G7.jpg
huawei_logo,HUAWEI Ascend Mate 7,https://www.dcfever.com/phones/specification.php?id=2320,../icon/HUAWEI Ascend Mate 7.jpg
huawei_logo,HUAWEI Honor 6,https://www.dcfever.com/phones/specification.php?id=2268,../icon/HUAWEI Honor 6.jpg
