Post Title,Link,Date,Content
HTC U20 5G 終於登陸香港，說好的「MIT」呢？,https://chinese.engadget.com//htc-u20-5g-hong-kong-hk-093958287.html,2020-12-01,"['雙卡模式支援 5G+4G。需要的話，可透過 SIM2 卡槽添置 microSD 記憶卡。', '四顆後置相機分別是 48MP f/1.8 標準鏡（有美肌模式、即時人像模式及 4K\xa0錄影）、8MP f/2.2 超廣角鏡（118˚）、2MP f/2.4 微距鏡（20-100mm）和 2MP f/2.4 景深鏡，屬現今中階手機的標配。', '由於 U20 5G 的 6.8 吋 FHD+（2,400 x 1,080）螢幕是 LCD，所以沒法加入光學指紋辨識功能。解鎖就要使用機背的傳統電容式指紋感應器，可能還是有人會比較喜歡吧。', '螢幕的左上方有一個 32MP f/2.0 的打孔式前置相機，支援即時人像模式以及 1080p\xa0錄影。', '雖然產地不同，但是港版 U20 5G 造工和手感都不錯，而且機背用上霧面塑料，一定比玻璃耐摔。其 215g 的重量對於一台 6.8 吋手機來說都還好。軟體方面，HTC 相對簡潔的 Android 10 系統感覺流暢，不過能否長時間維持這個狀態則有待觀察。']"
HTC U20 5G、Desire 20 Pro 雙新機登場,https://chinese.engadget.com//htc-u20-5g-desire-20-pro-tw-064627572.html,2020-06-16,"['台灣 U20 5G 上市提供「墨晶綠」和「晶岩白」兩種顏色選擇，並配備 8GB RAM、256GB 儲存空間，及 5,000mAh 的大電池。嚴格來說，U20 5G 算是「輕旗艦」，但是 HTC 這次將價格定在了 NT$18,990 的位置，在台灣目前為數不多的 5G 機種當中，還是相當具競爭力。再加上 U20 5G 將在 HTC 的桃園工廠生產，有著主打「台灣製造」的意圖在呢（還特別寫了小小的「Made in Taiwan」）。U20 5G 預計 7 月 1 日至 31 日開放上網預購，早鳥禮為 HTC 藍牙運動耳機及防震邊框殼。', '至於 Desire 20 Pro 則是延續了 Desire 19+，是採用 Snapdragon 665 平台的機種。其螢幕比 U20 5G 略小一點，為 6.5 吋（16.5 : 9）的 FHD+ 解析度，但其他規格還頗有相像之處。Desire 20 Pro 一樣是打孔屏的設計，背面同樣是 48MP 標準鏡、8MP 超廣角鏡、2MP 微距鏡和 2MP 景深鏡的四鏡組合，電池也是 5,000mAh，不過前鏡頭僅有 25MP，搭配 6GB RAM 和 128GB 儲存空間。', 'Desire 20 Pro 共有「墨晶黑」和「靚澈藍」兩色，建議售價僅 NT$8,990，6 月 18 日就會開賣了。6 月 30 日前在 HTC 專賣店或網路門市購入的話，上網登錄就送 HTC 藍牙運動耳機。']"
