Post Title,Link
[購機] 長輩機紅米redmi 10 與 redmi 10C,https://www.ptt.cc/bbs/MobileComm/M.1658919653.A.F3C.html
[新聞] 紅米4G入門手機 Redmi 10C與10A五月上市,https://www.ptt.cc/bbs/MobileComm/M.1651284293.A.A29.html
