Score,Word
0.19059035181999207,萬用
0.16629257798194885,隨身
0.15766988694667816,額外
0.15235963463783264,無反
0.14945556223392487,噴霧
0.13619406521320343,新一代
0.13418756425380707,可調式
0.13296884298324585,堆疊式
0.1216728463768959,雙
0.10359375923871994,超大
0.10336843132972717,副
0.09957275539636612,後置
0.08177711069583893,天然
0.07482694834470749,日治
0.07319574803113937,基礎
0.0664229616522789,先天
0.05996641889214516,初步
0.054091986268758774,主要
0.05340554937720299,潛望式
0.052931733429431915,同一
0.046083856374025345,單一
0.041734226047992706,磁吸式
0.0408131405711174,無謂
0.03612132370471954,長足
0.035587530583143234,專任
0.022231759503483772,中階
0.019340723752975464,一貫
0.005796618759632111,套裝
-0.0066484431736171246,單反
-0.009257876314222813,非
-0.021338246762752533,碧藍
-0.027877861633896828,主
-0.0318341925740242,第一手
-0.03207682445645332,燙金
-0.033679984509944916,對稱式
-0.035082533955574036,滔天
-0.03580617159605026,綜合
-0.047184281051158905,原來
-0.056228458881378174,本來
-0.07910136133432388,共同
-0.07916994392871857,獨棟
-0.09746753424406052,上好
-0.09769042581319809,中長
-0.12579117715358734,必備
-0.14428597688674927,祖傳
