Score,Word
0.15766988694667816,額外
0.15738753974437714,市售
0.1371690183877945,新款
0.13126541674137115,原
0.13019698858261108,機用
0.12516745924949646,有線
0.1127067357301712,前置
0.1073187068104744,單賣
0.09370094537734985,日常
0.0925070270895958,可用
0.07964777946472168,售後
0.07364388555288315,多工
0.07181701809167862,同級
0.061537399888038635,原本
0.056582119315862656,二合一
0.056303344666957855,輕度
0.05608262121677399,長方
0.05165756493806839,全面
0.04813595861196518,二手
0.046083856374025345,單一
0.03684282675385475,微距
0.03535715863108635,超
0.0346260666847229,舊有
-0.0040601156651973724,唯一
-0.011790788732469082,橫
-0.021849093958735466,長焦
-0.028624236583709717,聖
-0.03131338953971863,名
-0.03811870515346527,中等
-0.10700296610593796,中上
-0.10888108611106873,眾
-0.13175974786281586,潑墨
-0.14428597688674927,祖傳
