0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,OnePlus
發表日期,約 2014 年 4 月
推出日期,-
不同版本,16G ($2599)64G ($2999)
價格,"約 HK$2,599更新日期：2021-11-01"
網絡系統,"LTE:Bands: 1/3/4/7/17/38/40 WCDMA: Bands: 1/2/4/5/8 GSM: 850, 900, 1800, 1900MHz"
操作系統,Android
操作介面,CyanogenMod 11S
中央處理器,Qualcomm Snapdragon 801 四核 2.5 GHz CPU
圖像處理器,Adreno 330
操作系統及版本,Android 4.4
機身顏色,黑、白
尺寸,152.9 x 75.9 x 8.9 mm
重量,162 gram
操控,輕觸式
電池種類,3100 mAh
可更換電池,不支援
通話時間,不詳
備用時間,不詳
RAM 容量,3GB
ROM 容量,16GB / 64GB
可擴充記憶,不支援
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,5.5 吋
螢幕類別,JDI
螢幕解像度,1920 X 1080
螢幕備註,60Hz
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,1300 萬像素
自動對焦,支援
光學防震,不支援
光學變焦,不支援
數碼變焦,-
視像鏡頭,500 萬像素
閃光燈,支援
短片拍攝,MP4
短片解像度,4K
短片變焦,數碼變焦
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,"MP3、WAV、FLAC、AAC, AAC+, eAAC+, WMA"
短片播放格式,"3GP, MPEG4,"
收音機,不支援
串流播放格式,支援
聲控功能,不支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Google Play
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,Bluetooth V4.0
紅外線支援,不支援
流動數據,"LTE、HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS"
wifi 功能,"WiFi (2.4G/5G), 802.11 b/g/n/ac"
gps 功能,支援
電腦連線,usb 2.0
視頻輸出,不支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,不支援
