Post Title,Link,Date
"Oppo 在台灣發表 Reno7 與 Reno7 Pro 新機，定價 NT$15,990 起",https://chinese.engadget.com//oppo-reno-7-series-tw-070013864.html,2022-02-11
陪你去看流星雨，落在 Oppo Reno7 的背上…,https://chinese.engadget.com//oppo-reno7-series-111915458.html,2021-11-25
