0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,小米
發表日期,約 2019 年 6 月
推出日期,約 2019 年 6 月
價格,"約 HK$2,499更新日期：2019-06-25"
網絡系統,GSM B2/3/5/8 WCDMA B1/2/5/8/4 TDD-LTE B38/40 FDD-LTE B1/2/3/4/5/7/8/20
Sim 咭情況,雙咭雙待
操作系統,Android
操作介面,MIUI 10
中央處理器,Snapdragon 730
圖像處理器,Adreno 618
操作系統及版本,Android 9.0
機身顏色,藍、紅、黑
尺寸,156.7 x 74.3 x 8.8 mm
重量,191 gram
操控,輕觸式
電池種類,4000 mAh
可更換電池,不支援
通話時間,-
備用時間,-
RAM 容量,6GB
ROM 容量,128GB
可擴充記憶,-
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,6.39 吋
螢幕類別,AMOLED
螢幕解像度,2340×1080
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,三鏡頭 4800 萬像素
自動對焦,支援
光學防震,不支援
光學變焦,-
數碼變焦,-
視像鏡頭,2000 萬像素
閃光燈,-
短片拍攝,MP4
短片解像度,FHD
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,"WAV, MP3, MP2,AMR-NB, AMR-WB, MIDI, Vorbis, APE, FLAC"
短片播放格式,"MP4, 3GP, AVI"
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Google Play
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,Bluetooth 5.0
紅外線支援,不支援
流動數據,"LTE, HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS /"
wifi 功能,2.4GHz/5GHz
gps 功能,GPS / GLONASS / AGPS / Beidou
電腦連線,USB Type-C 接口
視頻輸出,-
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
備註,屏幕下指紋
