0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,小米
發表日期,約 2019 年 11 月
推出日期,約 2019 年 11 月
價格,"約 HK$3,999更新日期：2020-07-15"
網絡系統,GSM: B2/B3/B5/B8 WCDMA: B1/B2/B4/B5/B6/B8/B19 FDD-LTE: B1/B2/B3/B4/B5/B7/B8/B18/B19/B20/B26/B28 TDD-LTE: B38/B40
Sim 咭情況,雙咭雙待
操作系統,Android
操作介面,MIUI 11
中央處理器,Snapdragon 730G
圖像處理器,Adreno 618
操作系統及版本,Android 10
機身顏色,暗夜魅影、冰雪極光、魔法綠境
尺寸,157.8 X 74.2 X 9.67 mm
重量,208 gram
操控,輕觸式
電池種類,5260 mAh
可更換電池,不支援
通話時間,不詳
備用時間,不詳
RAM 容量,8GB
ROM 容量,256GB
可擴充記憶,不支援
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,6.47 吋
螢幕類別,OLED
螢幕解像度,2340 x 1080
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,五鏡頭 1.08 億像素
自動對焦,支援
光學防震,支援
光學變焦,5 X
數碼變焦,50X
視像鏡頭,3200 萬像素
閃光燈,支援
相機功能,"1 億像素超清主攝 1/1.33"" 超大感光元件，1.6μm 4合1超大像素，8P 鏡頭，f/1.69，四軸光學防抖 超長焦鏡頭 10 倍混合光學變焦，50倍數字變焦，四軸光學防抖，1.0μm，ƒ/2.0 1200萬人像鏡頭 2 倍光學變焦，1.4μm 大像素，Dual PD 雙核對焦，ƒ/2.0 2000 萬廣角鏡頭 117° 超大廣角，ƒ/2.2，1.0μm 微距鏡頭組 1.5cm超級微距 2-10cm AF微距拍攝"
短片拍攝,MP4
短片解像度,4K 30fps
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,WAV、AAC、MP3、AMR、FLAC、APE
短片播放格式,MP4、M4V、MKV、XVID
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Google Play
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,藍牙5.0
紅外線支援,支援
流動數據,"LTE, HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS /"
wifi 功能,802.11a/b/g/n/ac
gps 功能,GPS: L1 | Galileo: E1 | GLONASS:
電腦連線,USB Type C
視頻輸出,-
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
