Post Title,Link,Date
HTC U12+ 評測：最後一次任性,https://chinese.engadget.com//chinese-2018-07-24-htc-u12-plus-review.html,2018-07-24
HTC U12+ 五月天限定版今日在台上市,https://chinese.engadget.com//chinese-2018-07-16-htc-u12-mayday-tw.html,2018-07-16
"HTC 裁員 1,500 人",https://chinese.engadget.com//chinese-2018-07-02-htc-will-lay-off-1-500-employees-in-search-of-profit.html,2018-07-02
HTC U12+、Desire 12+ 同步抵港預售,https://chinese.engadget.com//chinese-2018-05-25-htc-u12-plus-desire-12-plus-hk-launch.html,2018-05-25
Vive Focus VR 更新讓你可以連接手機接電話,https://chinese.engadget.com//chinese-2018-05-25-vive-focus-update-2-see-through-calls.html,2018-05-25
HTC U12+ 預覽：獨擔大旗之作,https://chinese.engadget.com//chinese-2018-05-23-htc-u12-plus-preview.html,2018-05-23
