Post Title,Link,Phone_Name,Brand_Name
['Samsung Galaxy Note 9 成最強手機？與各大品牌 Android 機規格比拼'],https://www.dcfever.com/news/readnews.php?id=22926,HTC U12+,htc
['【行情速遞】旗艦減價風蔓延到 HTC U12+'],https://www.dcfever.com/news/readnews.php?id=22857,HTC U12+,htc
['HTC U12+ 長時間使用測試！前後拍攝出色，機身設計有弱點'],https://www.dcfever.com/news/readnews.php?id=22535,HTC U12+,htc
['【即場報價】HTC U12+ 最強雙攝手機信心價發售'],https://www.dcfever.com/news/readnews.php?id=22333,HTC U12+,htc
['HTC U12+ 正式發表！真正無實體鍵手機誕生'],https://www.dcfever.com/news/readnews.php?id=22312,HTC U12+,htc
