Post Title,Link,Date
華為年度最強旗艦 HUAWEI Mate 40 Pro 展現極致手機體驗,https://chinese.engadget.com//huawei-mate-40-pro-073434051.html,2020-12-22
華為 Mate 40 系列登場，搭載麒麟 9000 的品牌高階晶片絕唱,https://chinese.engadget.com//huawei-mate-40-133548286.html,2020-10-22
華為 Mate 40 Pro 渲染圖流出,https://chinese.engadget.com//huawei-mate-40-render-leak-093056975.html,2020-10-18
華為 Mate 40 發佈會確定在 10 月 22 日,https://chinese.engadget.com//huawei-mate-40-launch-event-october-22-063014987.html,2020-10-12
