Post Title,Link
[閒聊] 攝影師陳曦 華為Mate40 Pro/Plus 拍照,https://www.ptt.cc/bbs/MobileComm/M.1603378822.A.CA7.html
[閒聊] 可恩 Mate40 Pro,https://www.ptt.cc/bbs/MobileComm/M.1603376103.A.48A.html
