Post Title,Link
[購機] OPPO reno 7/Vivo V23,https://www.ptt.cc/bbs/MobileComm/M.1645249462.A.2E6.html
[討論] 印度 Vivo V23 Pro 開箱影片,https://www.ptt.cc/bbs/MobileComm/M.1641382725.A.636.html
