Post Title,Link
['vivo V23 5G 體驗｜\x08規格全面進化的自拍旗艦'],https://www.mobile01.com/topicdetail.php?f=754&t=6535318
['可變色溫補光燈搭雙前鏡頭！vivo V23 5G自拍旗艦登場'],https://www.mobile01.com/topicdetail.php?f=754&t=6524788
