Post Title,Link,Date
Oppo Find X5 Pro 評測：自研晶片的小試牛刀,https://chinese.engadget.com//oppo-find-x5-pro-review-040058188.html,2022-05-10
Engadget Update EP136：來自馬里亞納海溝的 Oppo Find X5 Pro 開箱,https://chinese.engadget.com//engadget-update-ep-136-133036198.html,2022-04-25
Oppo 為港台帶來搭載自研 MariSilicon X NPU 晶片的 Find X5 Pro,https://chinese.engadget.com//oppo-find-x5-pro-tw-hk-100506670.html,2022-04-22
Oppo Find X5 系列官方照公開,https://chinese.engadget.com//oppo-find-x5-series-official-renders-062402777.html,2022-02-17
