0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Apple
發表日期,約 2009 年 7 月
推出日期,約 2009 年 7 月
網絡系統,HSDPA / UMTS / GSM 850 / GSM 900 / GSM 1800 / GSM 1900
操作系統,iOS
機身顏色,黑色、白色
尺寸,115.5 x 62.1 x 12.3 mm
重量,135 gram
操控,Multi-Touch
電池種類,鋰電池
可更換電池,不詳
通話時間,720 分鐘
備用時間,300 小時
RAM 容量,16GB / 32GB
ROM 容量,-
可擴充記憶,-
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,3.5 吋
螢幕類別,TFT
螢幕解像度,320 x 480
螢幕備註,Multi-Touch
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,320 萬像素
自動對焦,支援
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,-
閃光燈,-
相機功能,觸控對焦 自動白平衡 自動曝光調整
短片拍攝,VGA@30fps
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,"AAC、Protected AAC、MP3、MP3 VBR、Audible (formats 2,3,and 4)、Apple Lossless、AIFF、WAV"
短片播放格式,MPEG4、H.264
收音機,-
串流播放格式,支援
聲控功能,支援
來電提示,震動提示、來電響鈴
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,藍牙 v2.1、EDR
紅外線支援,-
流動數據,HSDPA、UMTS、EDGE、GPRS
wifi 功能,Wi-Fi (802.11 b/g)
gps 功能,AGPS
電腦連線,USB 2.0
視頻輸出,-
