0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Sharp
發表日期,-
推出日期,-
網絡系統,UTMS / GSM 900 / GSM / 1800 / GSM 1900
機身顏色,銀色
尺寸,111 x 47 x 18.5 mm
重量,98 gram
電池種類,鋰電池
可更換電池,不詳
通話時間,180 分鐘
備用時間,370 小時
RAM 容量,20MB
ROM 容量,-
可擴充記憶,microsd
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,1.9 吋
螢幕類別,TFT
螢幕解像度,240 x 320
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,130 萬像素
自動對焦,-
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,10 萬像素鏡頭
閃光燈,-
短片拍攝,QCIF 影片拍攝 (MPEG4，3GP)
短片解像度,640 x 480
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、AAC、AAC+
短片播放格式,MPEG4、3GP
收音機,不支援
來電提示,-
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,-
紅外線支援,-
流動數據,UMTS、GPRS
wifi 功能,-
gps 功能,-
電腦連線,-
視頻輸出,-
