Post Title,Link,Phone_Name,Brand_Name
['【行情速遞】首批虹膜識別功能旗艦機接近半價促銷'],https://www.dcfever.com/news/readnews.php?id=17084,Lumia 950,microsoft
['既是手機又是電腦：Microsoft Lumia 950、950 XL 明天發售'],https://www.dcfever.com/news/readnews.php?id=14993,Lumia 950,microsoft
