0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Nokia
發表日期,約 2017 年 2 月
推出日期,約 2017 年 5 月
網絡系統,GSM 900 / GSM 1800 /
Sim 咭情況,雙咭雙待
操作系統,Android
機身顏色,橙、黃、白、紫藍四
尺寸,115.6 x 51 x 12.8 mm
重量,98 gram
操控,5-way navigation
電池種類,1200 mAh
可更換電池,支援
通話時間,25 小時
備用時間,30 天
RAM 容量,32MB
ROM 容量,-
可擴充記憶,Micro SD
最大支援記憶體,32GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,2.4 吋
螢幕類別,TFT
螢幕解像度,240 X 320
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,200 萬像素
自動對焦,不支援
光學防震,不支援
光學變焦,-
數碼變焦,-
視像鏡頭,不支援
閃光燈,LED
短片拍攝,MP4
短片解像度,640 x 480
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、WAV
短片播放格式,不支援
收音機,支援
串流播放格式,不支援
聲控功能,不支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,支援
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不支援
藍牙支援,Bluetooth V3.0
紅外線支援,不支援
流動數據,GPRS
wifi 功能,不支援
gps 功能,不支援
電腦連線,usb 2.0
視頻輸出,不支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,不支援
