0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Nokia
發表日期,約 2010 年 5 月
推出日期,約 2010 年 5 月
價格,"約 HK$4,488更新日期：2010-07-06"
網絡系統,HSDPA / UMTS / GSM 850 / GSM 900 / GSM 1800 / GSM 1900
操作系統及版本,Maemo 5
機身顏色,黑色
尺寸,110.9 x 59.8 x 18 mm
重量,181 gram
操控,輕觸式、全 QWERTY 鍵盤
電池種類,鋰電池 (1320 mAh)
可更換電池,不詳
通話時間,380 分鐘
備用時間,229 小時
RAM 容量,32 GB storage / 256 MB RAM
ROM 容量,-
可擴充記憶,microsd
最大支援記憶體,16GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,3.5 吋
螢幕類別,TFT
螢幕解像度,480 x 800
螢幕備註,輕觸式
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,500 萬像素
自動對焦,支援
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,VGA
閃光燈,支援
短片拍攝,WVGA(848 x 480)@25fps
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、eAAC+、WMA、WAV
短片播放格式,MPEG4、WMV、RealVideo、AVI、XviD
收音機,Stereo FM 收音機
串流播放格式,支援
聲控功能,支援
來電提示,震動提示、來電響鈴
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,藍牙 v2.1、A2DP
紅外線支援,-
流動數據,HSDPA、UMTS、EDGE、GPRS
wifi 功能,Wi-Fi (802.11 b/g)、DLNA
gps 功能,GPS、AGPS
電腦連線,microUSB 2.0
視頻輸出,支援
