Post Title,Link,Phone_Name,Brand_Name
['小米 Xiaomi 12 Lite 試玩：前後鏡高攝力貼地而實用'],https://www.dcfever.com/news/readnews.php?id=33464,小米 Xiaomi 12 Lite,miui
