Post Title,Link
[新聞] 小米 12 Lite 未發表歐洲價格先曝光，大,https://www.ptt.cc/bbs/MobileComm/M.1657266925.A.506.html
[情報] 小米12 lite 發表了,https://www.ptt.cc/bbs/MobileComm/M.1656726920.A.E01.html
[新聞] 小米 12 Lite 跑分出現在資料庫了，一樣,https://www.ptt.cc/bbs/MobileComm/M.1648396085.A.802.html
[新聞] 小米 12 Lite 現蹤跡，尺寸將比小米 12,https://www.ptt.cc/bbs/MobileComm/M.1645716471.A.F57.html
