Post Title,Link,Content,Date
[情報] 搭載p15的Moto M可升級7.0惹,https://www.ptt.cc/bbs/MobileComm/M.1498991623.A.D1D.html,Content：http://i.imgur.com/N386VAk.jpgMoto M，一款於去年11月發表的手機，搭載Heilo P15，輔以4G Ram以及32G Rom。而現在，聯想也放出了Moto M的7.0更新。http://i.imgur.com/nBgNGub.png可以看到更新的內容非常少，只有更新7.0和加入Duo App而已，檔案大小為1.5G。如今，已經有在市面上流通的p系列產品都有至少一家推出7.0惹P10代表：XA系列http://i.imgur.com/WUHbpaC.jpgP15代表：Moto MP20代表：XA1系列http://i.imgur.com/RvBKVhF.jpg對了，魅族也開放x20/x25系列的手機的7.0 beta版惹，其他用上這兩顆處理器的大陸手機要加油r。這下子，又該反觀誰了呢？; Comment：反觀…最近要反觀啥？。我來反觀魅族，不過他們開始beta測試惹。反觀S6E吧。N5 S6 S6E+都更新惹 S6E整個放棄治療。P15好少見。反觀小米啊 用聯發科的沒更新過。推樓上。廠廠一堆可以反觀的啊xDD。比如說火腿腸啊 還有那個火腿腸啊 還有這個火腿腸啊。HTC完全放掉D10p UP和X10，幫QQ。不過之前有個印度評測影片說年底前應該會更新7.0(？。)。樓上 你別忘了9系列的垃圾旗艦海。原來有P15這玩意啊XD,2017/07/02
