Post Title,Link,Content,Date
[情報] 華為發布 Nova 9 系列手機,https://www.ptt.cc/bbs/MobileComm/M.1632419960.A.A24.html,Content：   基於XX的原因 所以這台是 驍龍778G 4G手機   Nova系列一直小姐姐的最愛，所以華為才會繼續推出，而不是轉去榮耀吧   肥威:Nova系列 華為賣了1.9億台   小白測評   https://m.weibo.cn/detail/4684688495480729  「小白」 華為nova 9全系體驗：竟有RYYB！小姐姐影像專用機～   nova系列作為華為的中端產品，一直強調高顏值和強自拍的屬性。nova 9系列當然   也不例外，個性的9號色，以及更強的自拍，這一次是不是合格的小姐姐自拍工具？   不如一起瞭解一下.     https://weibo.com/tv/show/1034:4684641400193080 ; Comment：同一時間 iQOO Z5(驍龍778G)也推出了。不愧是台積電，一堆手機的778G都上市了。揮別評價低落的780G再出發。連結放錯了？。其實前2周 華為去東南亞發布 Nova 8系列(麒麟820E)。http//i.imgur.com/H5y2CGX.jpg。780明明就是三星把產能給Google了...,2021/09/24
