Post Title,Link,Date,Content
華為 Nova 9 Pro 也用上了 100W 快充,https://chinese.engadget.com//huawei-nova-9-series-133734653.html,2021-09-23,"['兩款新機均搭載了 Snapdragon 778G 4G 晶片，OLED 螢幕的大小分別是 6.57 吋和 6.72 吋，解析度 FHD，支援 DCI-P3 色域和 10.7 億色，更新率和觸控採樣率分別是 120Hz 和 300Hz。Nova 9 內建了 4,300mAh 的電池，支援最高 66W 有線充電。Nova 9 Pro 的電池是 4,000mAh，有線快充可以上到 100W 功率。而在拍攝的部分，兩款手機的後攝均由 50MP RYYB 主攝、8MP 超廣角、2MP 景深和 2MP 微距相機組成。前置相機兩者都有一顆 32MP 的，Pro 款在此基礎上還會額外加一顆 32MP 的超廣角自拍相機。', '華為 Nova 9 系列都會提供 8+128 和 8+256 兩檔配置，Nova 9 兩個型號的價格是人民幣 2,699 和 2,999 元，Pro 款是 3,499 和 3,899 元。兩者都會從今日開始在大陸預售，9 月 29 日正式出貨。']"
