Post Title,Link
[討論] Ben的 夏普Aquos R7 vs 小米12U 主攝比對,https://www.ptt.cc/bbs/MobileComm/M.1657984430.A.8B1.html
[新聞] 夏普 AQUOS R7 日本發售，外媒確認採用,https://www.ptt.cc/bbs/MobileComm/M.1657323233.A.05F.html
[新聞] Leica加持的Sharp Aquos R7這次換上了1英,https://www.ptt.cc/bbs/MobileComm/M.1652275576.A.60D.html
