0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Motorola
發表日期,約 2008 年 10 月
推出日期,約 2008 年 10 月
價格,約 HK$299更新日期：2009-03-04
網絡系統,GSM 900 / GSM 1800
機身顏色,黑色
尺寸,114 x 43 x 14 mm
重量,85 gram
操控,數字鍵盤
電池種類,鋰電池
可更換電池,不詳
通話時間,590 分鐘
備用時間,465 小時
RAM 容量,20KB
ROM 容量,-
可擴充記憶,-
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,2 吋
螢幕類別,Monochrome graphics
螢幕解像度,128 x 128
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,-
像素,-
自動對焦,-
光學防震,不詳
光學變焦,-
數碼變焦,-
視像鏡頭,-
閃光燈,-
短片拍攝,-
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,-
短片播放格式,-
收音機,-
來電提示,-
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,-
紅外線支援,-
流動數據,-
wifi 功能,-
gps 功能,-
電腦連線,USB
視頻輸出,-
