Post Title,Link
[問題] 有關於陸版手機(黑鯊5 pro)在台灣使用的問題,https://www.ptt.cc/bbs/MobileComm/M.1648788672.A.21F.html
[情報] 黑鯊5 / 黑鯊5 PRO / 黑鯊5 RS 發表,https://www.ptt.cc/bbs/MobileComm/M.1648647029.A.D86.html
