0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,HTC
發表日期,約 2013 年 2 月
推出日期,約 2013 年 2 月
價格,"約 HK$2,780更新日期：2015-08-01"
網絡系統,LTE：1800/2600 MHz HSPA/WCDMA：850/900/1900/2100 MHz GSM/GPRS/EDGE 850/900/1800/1900 MHz
操作系統,Android
中央處理器,Qualcomm Snapdragon 600 四核 1.7GHz
操作系統及版本,Android 4.1.2
機身顏色,銀色、黑色、紅色、藍色、金色
尺寸,137.4 x 68.2 x 9.3 mm
重量,143 gram
操控,迴轉儀、加速度感測器、接近感測器、環境光線感測器
電池種類,2300mah
可更換電池,不詳
通話時間,最長 18 小時 (3G)
備用時間,最長 500 小時 (3G)
RAM 容量,2GB RAM / 設 16GB / 32GB / 64GB 版
ROM 容量,-
可擴充記憶,-
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,4.7 吋
螢幕類別,SLCD
螢幕解像度,1920 X 1080
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,400 萬像素
自動對焦,支援
光學防震,不詳
光學變焦,不支援
數碼變焦,-
視像鏡頭,210 萬像
閃光燈,LED
相機功能,HTC UltraPixel 相機 BSI 感測器，像素尺寸 2.0 µm，感測器尺寸 1/3 吋 專用 HTC ImageChip™ 2 F2.0 光圈和 28 mm 鏡頭 光學影像穩定技術 (OIS) Smart Flash：五級閃光燈，可根據物體距離自動設定閃光亮度
短片拍攝,mp4
短片解像度,1920 X 1080
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,aac、.amr、.ogg、.m4a、.mid、.mp3、.wav、.wma (Windows Media Audio 9)
短片播放格式,.3gp、.3g2、.mp4、.wmv (Windows Media Video 9)、.avi (MP4 ASP 和 MP3)
收音機,不支援
串流播放格式,支援
聲控功能,Google Talk
來電提示,震動提示 / 來電響鈴
Apps 下載,-
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不詳
藍牙支援,Bluetooth V4.0 aptX
紅外線支援,支援
流動數據,"LTE,HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS"
wifi 功能,IEEE 802.11 a/ac/b/g/n
gps 功能,支援
電腦連線,micro-USB 2.0
視頻輸出,DLNA、 MHL、供作 USB
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,不詳
參考網址,http://www.htc.com/hk-tc/smartphones/htc-one/#specs
