0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,HTC
發表日期,約 2016 年 4 月
推出日期,約 2016 年 5 月
價格,"約 HK$3,698更新日期：2018-06-15"
網絡系統,2G/2.5G - GSM/GPRS/EDGE850/900/1800/1900 MHz 3G UMTS 850/900/1900/2100 MHz 4G LTE (最快上網速度 450Mbps) FDD：1、3、5、7、8、20、28、32 頻段 TDD：38、40、41 頻段
操作系統,Android
操作介面,HTC Sense
中央處理器,Snapdragon 820 CPU
圖像處理器,Adreno 530
操作系統及版本,Android 6.0
機身顏色,金、灰、銀、紅
尺寸,145.9x 71.9 x 9.0 mm
重量,161 gram
操控,輕觸式
電池種類,3000 mAh
可更換電池,不支援
通話時間,3G 長達 27 小時
備用時間,3G 長達 19 天
RAM 容量,4GB RAM
ROM 容量,32GB
可擴充記憶,Micro SD
最大支援記憶體,2TB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,5.2 吋
螢幕類別,LCD 5
螢幕解像度,2560 X 1440
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,1200 萬像素
自動對焦,支援
光學防震,支援
光學變焦,不支援
數碼變焦,-
視像鏡頭,500 萬素
閃光燈,支援
相機功能,高清音效收音 4K 攝錄功能
短片拍攝,MP4
短片解像度,4K
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,mp3、acc、amr、ogg、m4a、mid、wma、flac、ape、aac、wav
短片播放格式,MPEG4、H.263、H.264、WMV
收音機,支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Play Store
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,藍牙 4.2
紅外線支援,不支援
流動數據,"LTE,HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS /"
wifi 功能,802.11 a/b/g/n/ac (2.4 & 5 GHz)
gps 功能,GPS、A-GPS、GLONASS
電腦連線,USB Type C
視頻輸出,Miracast
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
