Post Title,Link,Phone_Name,Brand_Name
['編輯 Tony: 「情懷可以賣幾耐？」- Motorola Moto M 用後感'],https://www.dcfever.com/news/readnews.php?id=18443,Motorola Moto M,motorola
['Lenovo K6 Note、Moto M 今日推出！兩機均有 Dolby 音效技術加持'],https://www.dcfever.com/news/readnews.php?id=18383,Motorola Moto M,motorola
