0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Huawei
發表日期,約 2014 年 6 月
推出日期,約 2014 年 7 月
價格,"約 HK$2,880更新日期：2016-01-31"
網絡系統,TDD-LTE:B38（2570-2620MHz）/ B39（1880-1920MHz）/ B40（2300-2400MHz） TD-SCDMA:B34（2000MHz（A））/ B39（1900MHz） GSM:900/1800/1900
操作系統,Android
操作介面,Emotion UI 2.3
中央處理器,Kirin 920 8 核 CPU
圖像處理器,Mali-T628
操作系統及版本,Android 4.4
機身顏色,黑、銀
尺寸,157 x 81 x 7.9 mm
重量,185 gram
操控,輕觸式
電池種類,4100 mAh
可更換電池,不支援
通話時間,20 小時
備用時間,460 小時
RAM 容量,2GB RAM
ROM 容量,16GB
可擴充記憶,microsd
最大支援記憶體,64GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,6 吋
螢幕類別,IPS
螢幕解像度,1920 X 1080
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,1300 萬像素
自動對焦,支援
光學防震,不支援
光學變焦,-
數碼變焦,-
視像鏡頭,500 萬像素鏡頭
閃光燈,LED
短片拍攝,mp4
短片解像度,1920 X1080
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,MP3、eAAC+、WMA、WAV
短片播放格式,MPEG4、H.263、H.264、WMV
收音機,不詳
串流播放格式,支援
聲控功能,支援
來電提示,震動提示、來電響鈴
Apps 下載,Play Store
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,Bluetooth V4.0 / A2DP
紅外線支援,支援
流動數據,"LTE、HSDPA, HSUPA, UMTS, EDGE"
wifi 功能,IEEE 802.11 a/ac/b/g/n
gps 功能,"GPS, A-GPS, GLONASS"
電腦連線,usb 2.0
視頻輸出,-
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
備註,支援上網速度達 300 Mbps 的 4G LTE Cat 6 制式、按壓指紋識別功能
