0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Huawei
發表日期,約 2016 年 3 月
推出日期,約 2016 年 3 月
價格,"約 HK$1,280更新日期：2016-03-09"
網絡系統,4G LTE FDD：2100(B1) / 1800(B3) / 2600(B7) / 900(B8) MHz 4G LTE TDD：2300(B40) MHz 3G：WCDMA：850 / 900 / 1900 / 2100 MHz 2G：900 / 1900 / 2100 MHz
Sim 咭情況,雙咭雙待
操作系統,Android
中央處理器,Mediatek MT6735P
圖像處理器,Mali-T720MP2
操作系統及版本,Android 6.0
機身顏色,黑、白、金
尺寸,143.1 x 71.8 x 9.7 mm
重量,160 gram
操控,輕觸式
電池種類,4000 mah
可更換電池,不支援
通話時間,3G 長達 38 小時
備用時間,3G 長達 900 小時
RAM 容量,2GB RAM
ROM 容量,16GB ROM
可擴充記憶,Micro SD
最大支援記憶體,128GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,5 吋
螢幕類別,IPS
螢幕解像度,1280 X 720
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,1300 萬像素
自動對焦,支援
光學防震,不支援
光學變焦,-
數碼變焦,-
視像鏡頭,500 萬素
閃光燈,LED
短片拍攝,MP4
短片解像度,1920 X 1080
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,mp3、acc、amr、ogg、m4a、mid、wma、flac、ape、aac、wav
短片播放格式,MPEG4、H.263、H.264、WMV
收音機,支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Play Store
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不支援
藍牙支援,藍牙 4.0 LE
紅外線支援,不支援
流動數據,"LTE,HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS /"
wifi 功能,Wi-Fi 802.11 b/g/n
gps 功能,GPS、A-GPS、GLONASS
電腦連線,usb 2.0
視頻輸出,不支援
