0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Huawei
發表日期,約 2022 年 1 月
推出日期,約 2022 年 1 月
不同版本,"8GB/256GB HK$10,98812GB/512GB HK$12,988"
價格,"約 HK$10,988更新日期：2022-02-22"
網絡系統,4G LTE TDD: Band 34 / 38 / 39 / 40 / 41 4G LTE FDD: Band 1 / 2 / 3 / 4 / 5 / 7 / 8 / 12 / 17 / 18 / 19 / 20 / 26 / 28 3G WCDMA: Band 1 / 2 / 4 / 5 / 6 / 8 / 19 2G GSM: 850 / 900 / 1800 / 1900 MHz
Sim 咭情況,雙咭雙待
操作系統,Android
中央處理器,Snapdragon 888 4G
圖像處理器,Adreon 660 GPU
操作系統及版本,HarmonyOS 2
機身顏色,晶鑽白、鎏光金
尺寸,87.3 X 75.5 X 15.2 mm
重量,190 gram
操控,輕觸式
電池種類,4000 mAh
可更換電池,不支援
通話時間,不詳
備用時間,不詳
RAM 容量,8GB/12GB RAM
ROM 容量,256GB/512GB ROM
可擴充記憶,NM
最大支援記憶體,512GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,6.9 吋
螢幕類別,OLED
螢幕解像度,2790 x 1188
螢幕備註,120Hz
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,三鏡頭 4000 萬像素
自動對焦,支援
光學防震,支援
光學變焦,3 X
數碼變焦,10X
視像鏡頭,1070 萬像素
閃光燈,支援
相機功能,40 MP原色鏡頭（ f/1.8 光圈） 13 MP超廣角鏡頭（ f/2.2 光圈） 32 MP超光譜鏡頭（ f/1.8 光圈） *不同拍照模式的照片像素可能有差異，請以實際為準。 對焦方式 自動對焦 變焦模式 支援 10 倍數碼變焦 照片解像度 最高支援 7296 × 5472 *不同拍照模式的照片像素可能有差異，請以實際為準。 影片解像度 最高支援 3840 × 2160 像素，支援1080p@960fps超級慢動作影片 *不同拍攝模式的影片解像度可能有差異，請以實際為準。 **1080p@960fps 基於 AI 插幀算法技術實現。 閃光燈 LED 閃光燈 鏡頭拍攝功能 熒光攝影、微電影、音頻變焦、高像素模式、延時攝影、超大廣角、大光圈虛化、雙景錄像、超級夜景、微距、人像模式、專業模式、慢動作、全景模式、黑白相機、智能濾鏡、水印、文檔矯正、AI攝影大師、動態照片、熄屏快拍、4D預測追焦、笑臉抓拍、聲控拍照、定時拍照、連拍、快拍
短片拍攝,MP4
短片解像度,4K (60 fps)
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,"FLAC, APE, AAC, MKA, OGG, MIDI, M4A, AMR"
短片播放格式,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM"
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,AppGallery
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,支援
藍牙支援,"藍牙5.2，支援 BLE, SBC, AAC, LDAC"
紅外線支援,不支援
流動數據,"LTE, HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS"
wifi 功能,802.11a/b/g/n/ac/ax
gps 功能,GPS (L1 + L5 雙頻) / AGPS / GLONASS / 北斗 (B1I + B1C + B2a 三頻) / GALILEO (E1 + E5a 雙頻) / QZSS (L1 + L5 雙頻) / NavIC
電腦連線,"USB Type-C, USB 2.0, 支援DP1.2"
視頻輸出,支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
備註,副屏幕為 1.04 吋、40 W HUAWEI SuperCharge 有線超級充電
