0,1
一般規格 GENERAL SPECIFICATION,一般規格 GENERAL SPECIFICATION
品牌,Huawei
發表日期,約 2017 年 7 月
推出日期,約 2017 年 7 月
價格,"約 HK$3,398更新日期：2018-04-04"
網絡系統,4G FDD LTE B1/3/4/7 4G TD LTE B38/39/40/41 3G WCDMA B1/2/5/8 3G TD-SCDMA B34/39 2G GSM 850/900/1800/1900MHz
Sim 咭情況,雙咭雙待 SIM 咭槽 2 可選擇改為 Micro SD 咭擴充
操作系統,Android
操作介面,EMUI
中央處理器,Kirin 659 2.36GHz 八核心 CPU
操作系統及版本,Android 7.0
機身顏色,黑、金、藍、玫瑰金、綠
尺寸,153.9 x 74.9 x 6.9 mm
重量,169 gram
操控,輕觸式
電池種類,3340mAh
可更換電池,不支援
通話時間,3G 最長可達 32 小時
備用時間,LTE 最長可達 19 天
RAM 容量,4GB RAM
ROM 容量,128GB ROM
可擴充記憶,Micro SD
最大支援記憶體,128GB
螢幕規格 SCREEN SPECIFICATION,螢幕規格 SCREEN SPECIFICATION
螢幕尺寸,5.5 吋
螢幕類別,IPS
螢幕解像度,1920 X 1080
相機規格 CAMERA SPECIFICATION,相機規格 CAMERA SPECIFICATION
數碼相機,支援
像素,1200 萬像素
自動對焦,支援
光學防震,不支援
光學變焦,-
數碼變焦,-
視像鏡頭,2000 萬像素
閃光燈,雙LED
相機功能,主攝像頭： 1200萬+800萬後置AF攝像頭（備註：不同拍照模式的照片像素會有差異） 照片：最大可支持3968x2976 錄像：最大可支持1920x1080 副攝像頭： 2000萬像素前置攝像頭 照片：最大可支持5120x3840 錄像：最大可支持1920x1080 拍攝模式：支持美顏4.0、人像模式、手勢快門、動態照片（2秒）等
短片拍攝,MP4
短片解像度,4K
短片變焦,支援
多媒體功能 MULTIMEDIA SPECIFICATION,多媒體功能 MULTIMEDIA SPECIFICATION
音樂播放格式,mp3、acc、amr、ogg、m4a、mid、wma、flac、ape、aac、wav
短片播放格式,MPEG4、H.263、H.264、WMV
收音機,不支援
串流播放格式,支援
聲控功能,支援
來電提示,震動提示 / 來電響鈴 /
Apps 下載,Play Store
連接 CONNECTIVITY,連接 CONNECTIVITY
NFC,不支援
藍牙支援,蓝牙：BT4.2 支持Apt-X
紅外線支援,支援
流動數據,"LTE,HSDPA, HSUPA, UMTS, EDGE(EGPRS), GPRS /"
wifi 功能,WLAN：802.11 b/g/n，2.4G
gps 功能,GPS、A-GPS、GLONASS
電腦連線,USB Type-C
視頻輸出,支援
附加資料 MORE INFORMATION,附加資料 MORE INFORMATION
指紋功能,支援
