Post Title,Link,Phone_Name,Brand_Name
['【重新出發】HTC U12 life 測試'],https://www.dcfever.com/news/readnews.php?id=24062,HTC U12 life,htc
['平版 Google Pixel！？ HTC U12 life 香港推出'],https://www.dcfever.com/news/readnews.php?id=23739,HTC U12 life,htc
