Post Title,Link,Date
搭載 108MP 相機的 Motorola Edge 20 系列來到台灣,https://chinese.engadget.com//motorola-edge-20-pro-fusion-tw-080057176.html,2021-09-29
Motorola 為香港帶來 Edge 20 系列的 Pro 及 Fusion 手機,https://chinese.engadget.com//motorola-edge-20-series-hk-093057411.html,2021-09-20
主打顯示、輕薄、高畫素的 Motorola Edge 20、20 Pro 在大陸亮相,https://chinese.engadget.com//motorola-edge-20-series-123519128.html,2021-08-05
