Score,Word
0.3432892858982086,雙頻
0.3256208002567291,筆電
0.23396848142147064,蜂巢式
0.19508817791938782,中階
0.1810697466135025,單層
0.17878302931785583,雙面
0.16851142048835754,彩色
0.1587001532316208,高清
0.15042732656002045,多重
0.14034026861190796,人造
0.13994912803173065,現有
0.12727892398834229,擴音
0.12630994617938995,家用
0.11768896132707596,無縫
0.1112096756696701,外環
0.0868045836687088,一站式
0.08487554639577866,既有
0.06879329681396484,細部
0.06586332619190216,慢性
0.061431776732206345,中重度
0.05930265411734581,回放
0.05902400240302086,大幅度
0.04928293079137802,雙層式
0.049094781279563904,萬用
0.04156108200550079,日製
0.03722432628273964,最終
0.03567894548177719,舊有
0.03308200091123581,高仿
0.0327417217195034,武打
0.029075972735881805,高質
0.02440395951271057,黑白
0.02431320957839489,高檔
0.020320281386375427,前任
0.01320464164018631,全包式
0.011698988266289234,同一
0.008677872829139233,高倍
-0.0004865926457569003,堪用
-0.004353014286607504,噴霧
-0.005171836353838444,藍灰
-0.005933092441409826,橫
-0.007346395403146744,下列
-0.008794605731964111,鐵製
-0.013417007401585579,科幻
-0.015269343741238117,分列式
-0.017212679609656334,現任
-0.024113474413752556,參考用
-0.024496305733919144,兩件式
-0.03579147160053253,草綠
-0.03674212843179703,信託
-0.037594228982925415,純白
-0.04053366929292679,業餘
-0.04330379515886307,有比
-0.043566055595874786,中等
-0.04361719265580177,折衷
-0.04471322149038315,翻頁式
-0.05751582235097885,灰綠
-0.05930498242378235,嶄新
-0.06040145456790924,中古
-0.06317722797393799,不折不扣
-0.06507569551467896,手遊
-0.06842741370201111,最優
-0.06941860169172287,閃一下
-0.07523883134126663,上上
-0.07946464419364929,快用
-0.08326899260282516,中
-0.08659248799085617,總
-0.11772965639829636,超好用
